Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Out of Scope,319,Thu Oct 16 17:11:00 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,320,Thu Oct 16 17:11:00 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=tracking-protection-lists&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,321,Thu Oct 16 17:11:00 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=search-categorization&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,322,Thu Oct 16 17:11:00 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,323,Thu Oct 16 17:11:00 CEST 2025,GET,http://localhost:8888/,200,OK,50,194,6892,Medium,false,"Script, Comment"
Processed,324,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/,200,OK,23,194,6892,Medium,false,"Script, Comment"
Out of Scope,325,Thu Oct 16 17:11:01 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,326,Thu Oct 16 17:11:01 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,327,Thu Oct 16 17:11:01 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=url-classifier-exceptions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,328,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/,200,OK,10,304,6892,Medium,false,"Script, SetCookie, Comment"
Processed,329,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/js/skel.min.js,200,OK,9,264,23766,Low,false,Comment
Processed,330,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/js/skel-layers.min.js,200,OK,8,264,19718,Low,false,Comment
Processed,331,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/js/init.js,200,OK,8,262,1845,Low,false,Comment
Processed,332,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/js/jquery.min.js,200,OK,20,265,95786,Medium,false,Comment
Processed,333,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/nsa.png,200,OK,33,251,133243,Low,false,Comment
Processed,334,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/PRISM_logo.png,200,OK,32,250,97672,Low,false,Comment
Processed,335,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/css/style.css,200,OK,28,248,20997,Low,false,"Password, Comment"
Out of Scope,336,Thu Oct 16 17:11:01 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,337,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/nsa_prism.jpg,200,OK,73,252,182191,Low,false,Comment
Out of Scope,338,Thu Oct 16 17:11:01 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,339,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/css/style-xlarge.css,200,OK,44,244,216,Low,false,Comment
Processed,340,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/css/font-awesome.min.css,200,OK,21,248,23739,Low,false,Comment
Processed,341,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/05_Lounge.jpg,200,OK,91,252,469013,Low,false,Comment
Processed,342,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/04_Playstation.jpg,200,OK,99,252,277336,Low,false,Comment
Processed,343,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/css/images/overlay.png,200,OK,8,245,113,Low,false,
Processed,344,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/favicon.ico,200,OK,9,250,1406,Low,false,
Processed,345,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/images/banner.jpg,200,OK,46,252,511270,Low,false,Comment
Processed,346,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/fonts/fontawesome-webfont.woff2?v=4.3.0,200,OK,12,264,56780,Low,false,
Processed,347,Thu Oct 16 17:11:01 CEST 2025,GET,http://localhost:8888/,200,OK,14,194,6892,Medium,false,"Script, Comment"
Out of Scope,348,Thu Oct 16 17:11:02 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,349,Thu Oct 16 17:11:02 CEST 2025,GET,http://localhost:8888/index.php,200,OK,18,194,6892,Medium,false,"Script, Comment"
Out of Scope,350,Thu Oct 16 17:11:02 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,351,Thu Oct 16 17:11:02 CEST 2025,GET,http://localhost:8888/?page=member,200,OK,15,194,2452,Medium,false,"Form, Hidden, Script, Comment"
Processed,352,Thu Oct 16 17:11:02 CEST 2025,GET,http://localhost:8888/?page=upload,200,OK,38,194,2489,Medium,false,"Form, Hidden, Upload, Script, Comment"
Out of Scope,353,Thu Oct 16 17:11:02 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,354,Thu Oct 16 17:11:02 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,355,Thu Oct 16 17:11:02 CEST 2025,GET,http://localhost:8888/images/search_img.png,200,OK,17,249,17185,Low,false,
Out of Scope,356,Thu Oct 16 17:11:02 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,357,Thu Oct 16 17:11:02 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,358,Thu Oct 16 17:11:02 CEST 2025,GET,http://localhost:8888/images/upload.png,200,OK,26,249,64785,Low,false,
Out of Scope,359,Thu Oct 16 17:11:02 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,360,Thu Oct 16 17:11:02 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,361,Thu Oct 16 17:11:02 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/,403,Forbidden,0,130,40,,false,
Out of Scope,362,Thu Oct 16 17:11:02 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=remote-permissions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,363,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,364,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,365,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/?page=signin,200,OK,12,194,3006,Medium,false,"Form, Password, Hidden, Script, Comment"
Out of Scope,366,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,367,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/marvin.jpg,200,OK,13,252,111300,Low,false,
Out of Scope,368,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,369,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=third-party-cookie-blocking-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,370,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-desktop-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,371,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-secure-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,372,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/?page=member,200,OK,4,194,2452,Medium,false,"Form, Hidden, Script, Comment"
Out of Scope,373,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,374,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,375,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=tracking-protection-lists&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,376,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=search-categorization&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,377,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/index.php?page=searchimg,200,OK,6,194,2400,Medium,false,"Form, Hidden, Script, Comment"
Out of Scope,378,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,379,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/search.png,200,OK,8,249,49089,Low,false,
Out of Scope,380,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,381,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,382,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=url-classifier-exceptions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,383,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/?page=survey,200,OK,21,194,5912,Medium,false,"Form, Hidden, Script, Comment"
Processed,384,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/,200,OK,24,304,6892,Medium,false,"Script, SetCookie, Comment"
Processed,385,Thu Oct 16 17:11:03 CEST 2025,POST,http://localhost:8888/?page=upload,200,OK,22,194,2528,Medium,false,"Form, Hidden, Upload, Script, Comment"
Out of Scope,386,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,387,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/js/init.js,200,OK,7,262,1845,Low,false,Comment
Out of Scope,388,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,389,Thu Oct 16 17:11:03 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,390,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/js/skel.min.js,200,OK,12,264,23766,Low,false,Comment
Processed,391,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/js/jquery.min.js,200,OK,23,265,95786,Medium,false,Comment
Processed,392,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/js/skel-layers.min.js,200,OK,25,264,19718,Low,false,Comment
Out of Scope,393,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,394,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,395,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/nsa.png,200,OK,19,251,133243,Low,false,Comment
Processed,396,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/PRISM_logo.png,200,OK,38,250,97672,Low,false,Comment
Processed,397,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/css/style-xlarge.css,200,OK,22,244,216,Low,false,Comment
Processed,398,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/css/style.css,200,OK,28,248,20997,Low,false,"Password, Comment"
Processed,399,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/nsa_prism.jpg,200,OK,51,252,182191,Low,false,Comment
Out of Scope,400,Thu Oct 16 17:11:03 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,401,Thu Oct 16 17:11:03 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,402,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/04_Playstation.jpg,200,OK,63,252,277336,Low,false,Comment
Processed,403,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/css/font-awesome.min.css,200,OK,7,248,23739,Low,false,Comment
Processed,404,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/05_Lounge.jpg,200,OK,86,252,469013,Low,false,Comment
Processed,405,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/favicon.ico,200,OK,4,250,1406,Low,false,
Processed,406,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/css/images/overlay.png,200,OK,4,245,113,Low,false,
Processed,407,Thu Oct 16 17:11:03 CEST 2025,GET,http://localhost:8888/images/banner.jpg,200,OK,36,252,511270,Low,false,Comment
Processed,408,Thu Oct 16 17:11:04 CEST 2025,GET,http://localhost:8888/fonts/fontawesome-webfont.woff2?v=4.3.0,200,OK,5,264,56780,Low,false,
Processed,409,Thu Oct 16 17:11:04 CEST 2025,GET,http://localhost:8888/index.php,200,OK,6,194,6892,Medium,false,"Script, Comment"
Out of Scope,410,Thu Oct 16 17:11:04 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,411,Thu Oct 16 17:11:04 CEST 2025,GET,http://localhost:8888/?page=member,200,OK,11,194,2452,Medium,false,"Form, Hidden, Script, Comment"
Out of Scope,412,Thu Oct 16 17:11:04 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,413,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/,403,Forbidden,0,130,40,,false,
Out of Scope,414,Thu Oct 16 17:11:04 CEST 2025,GET,http://10.0.2.15/,403,Forbidden,0,130,40,,false,
Out of Scope,415,Thu Oct 16 17:11:04 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,416,Thu Oct 16 17:11:04 CEST 2025,GET,http://10.0.2.15/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Scope,417,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=remote-permissions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,418,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,419,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,420,Thu Oct 16 17:11:04 CEST 2025,GET,http://localhost:8888/,200,OK,7,194,6892,Medium,false,"Script, Comment"
Out of Scope,421,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=third-party-cookie-blocking-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,422,Thu Oct 16 17:11:04 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-desktop-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,423,Thu Oct 16 17:11:04 CEST 2025,GET,http://localhost:8888/,200,OK,17,194,6892,Medium,false,"Script, Comment"
Out of Scope,424,Thu Oct 16 17:11:05 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,425,Thu Oct 16 17:11:05 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,426,Thu Oct 16 17:11:05 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-secure-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,427,Thu Oct 16 17:11:05 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=tracking-protection-lists&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,428,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/?page=feedback,200,OK,10,194,3643,Medium,false,"Form, Script, Comment"
Out of Scope,429,Thu Oct 16 17:11:05 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=search-categorization&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,430,Thu Oct 16 17:11:05 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,431,Thu Oct 16 17:11:05 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,432,Thu Oct 16 17:11:05 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,433,Thu Oct 16 17:11:05 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=url-classifier-exceptions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,434,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/,200,OK,11,304,6892,Medium,false,"Script, SetCookie, Comment"
Processed,435,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/js/init.js,200,OK,18,262,1845,Low,false,Comment
Processed,436,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/js/skel.min.js,200,OK,27,264,23766,Low,false,Comment
Processed,437,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/js/skel-layers.min.js,200,OK,28,264,19718,Low,false,Comment
Processed,438,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/index.php?page=redirect&site=facebook,302,Moved Temporarily,28,253,1885,Low,false,"Script, Comment"
Processed,439,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/js/jquery.min.js,200,OK,65,265,95786,Medium,false,Comment
Processed,440,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/PRISM_logo.png,200,OK,63,250,97672,Low,false,Comment
Processed,441,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/nsa.png,200,OK,60,251,133243,Low,false,Comment
Processed,442,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/nsa_prism.jpg,200,OK,83,252,182191,Low,false,Comment
Processed,443,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/css/style.css,200,OK,58,248,20997,Low,false,"Password, Comment"
Processed,444,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/css/style-xlarge.css,200,OK,64,244,216,Low,false,Comment
Out of Scope,445,Thu Oct 16 17:11:05 CEST 2025,GET,https://facebook.com/42Born2Code/,403,Forbidden,0,130,40,,false,
Out of Scope,446,Thu Oct 16 17:11:05 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,447,Thu Oct 16 17:11:05 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,448,Thu Oct 16 17:11:05 CEST 2025,GET,http://facebook.com/42Born2Code/,403,Forbidden,0,130,40,,false,
Processed,449,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/css/font-awesome.min.css,200,OK,14,248,23739,Low,false,Comment
Processed,450,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/04_Playstation.jpg,200,OK,128,252,277336,Low,false,Comment
Processed,451,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/05_Lounge.jpg,200,OK,143,252,469013,Low,false,Comment
Processed,452,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/,200,OK,50,194,6892,Medium,false,"Script, Comment"
Processed,453,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/css/images/overlay.png,200,OK,8,245,113,Low,false,
Processed,454,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/fonts/fontawesome-webfont.woff2?v=4.3.0,200,OK,9,264,56780,Low,false,
Out of Scope,455,Thu Oct 16 17:11:05 CEST 2025,GET,http://facebook.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,456,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/images/banner.jpg,200,OK,71,252,511270,Low,false,Comment
Processed,457,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/index.php?page=redirect&site=facebook,302,Moved Temporarily,7,253,1885,Low,false,"Script, Comment"
Out of Scope,458,Thu Oct 16 17:11:05 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,459,Thu Oct 16 17:11:05 CEST 2025,GET,https://facebook.com/42Born2Code/,403,Forbidden,0,130,40,,false,
Out of Scope,460,Thu Oct 16 17:11:05 CEST 2025,GET,http://facebook.com/42Born2Code/,403,Forbidden,0,130,40,,false,
Processed,461,Thu Oct 16 17:11:05 CEST 2025,GET,http://localhost:8888/favicon.ico,200,OK,3,250,1406,Low,false,
Out of Scope,462,Thu Oct 16 17:11:05 CEST 2025,GET,http://facebook.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,463,Thu Oct 16 17:11:06 CEST 2025,GET,http://localhost:8888/?page=signin,200,OK,3,194,3006,Medium,false,"Form, Password, Hidden, Script, Comment"
Out of Scope,464,Thu Oct 16 17:11:06 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Processed,465,Thu Oct 16 17:11:06 CEST 2025,GET,http://localhost:8888/images/marvin.jpg,200,OK,14,252,111300,Low,false,
Out of Scope,466,Thu Oct 16 17:11:06 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,467,Thu Oct 16 17:11:06 CEST 2025,GET,http://localhost:8888/?page=member,200,OK,8,194,2452,Medium,false,"Form, Hidden, Script, Comment"
Out of Scope,468,Thu Oct 16 17:11:06 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,469,Thu Oct 16 17:11:06 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
Out of Scope,470,Thu Oct 16 17:11:06 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Out of Scope,471,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/,403,Forbidden,0,130,40,,false,
Out of Scope,472,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=remote-permissions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,473,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,474,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,475,Thu Oct 16 17:11:06 CEST 2025,GET,http://10.0.2.15/,403,Forbidden,0,130,40,,false,
Out of Scope,476,Thu Oct 16 17:11:06 CEST 2025,GET,http://10.0.2.15/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Scope,477,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=third-party-cookie-blocking-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,478,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-desktop-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,479,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=nimbus-secure-experiments&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,480,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=tracking-protection-lists&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,481,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=search-categorization&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,482,Thu Oct 16 17:11:06 CEST 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=url-classifier-exceptions&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,483,Thu Oct 16 17:11:06 CEST 2025,GET,http://localhost:8888/,200,OK,9,194,6892,Medium,false,"Script, Comment"
Out of Scope,484,Thu Oct 16 17:11:06 CEST 2025,GET,"http://fonts.googleapis.com/css?family=Raleway:400,700",403,Forbidden,0,130,40,,false,
Processed,485,Thu Oct 16 17:11:07 CEST 2025,GET,http://localhost:8888/,200,OK,14,194,6892,Medium,false,"Script, Comment"
Processed,486,Thu Oct 16 17:11:07 CEST 2025,GET,http://localhost:8888/?page=searchimg,200,OK,11,194,2400,Medium,false,"Form, Hidden, Script, Comment"
Processed,487,Thu Oct 16 17:11:07 CEST 2025,GET,http://localhost:8888/index.php?page=redirect&site=twitter,302,Moved Temporarily,28,252,1885,Low,false,"Script, Comment"
Out of Scope,488,Thu Oct 16 17:11:07 CEST 2025,GET,http://10.0.2.15/images/42.jpeg,403,Forbidden,0,130,40,,false,
